Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
8192,0.0032,0.605184,1.30253,0.854016,0.802816
16384,0.0076,0.920576,1.99987,0.934912,0.893952
32768,0.0168,1.01786,1.28102,1.13766,1.53088
65536,0.0394,1.39366,1.84832,1.46125,1.50528
131072,0.5839,2.28352,2.54669,2.54771,3.02797
262144,1.1684,4.61619,4.02125,4.72269,5.08109
524288,2.4955,8.21862,8.03738,7.63699,8.04352
1048576,4.4363,15.0948,14.805,14.6125,14.6289
2097152,9.0939,29.7093,29.3345,26.41,27.1862
4194304,20.6765,57.9041,55.509,53.076,53.3494
8388608,37.549,114.212,110.303,105.41,106.166
16777216,79.7074,229.771,218.841,210.587,209.262
33554432,145.898,465.466,447.709,423.737,420.572
67108864,296.535,936.003,884.796,846.666,843
16,0.0001,0.51712,0.729088,0.7168,0.695296
32,0.0002,0.553984,0.72192,0.804864,0.71168
64,0.0001,0.464896,0.74752,0.678912,0.730112
128,0.0001,0.681984,0.813056,0.731136,0.731136
256,0.0002,0.503808,0.796672,0.730112,0.743424
512,0.0002,0.519168,0.786432,0.745472,0.72192
1024,0.0004,0.54784,1.11002,0.734208,0.726016
2048,0.0009,0.661504,0.876544,0.812032,0.729088
4096,0.0019,0.57856,1.00557,0.815104,0.77312
8192,0.0031,0.979968,1.0711,0.802816,0.715776
16384,0.0067,0.743424,1.54522,1.01683,0.97792
32768,0.0167,1.02502,1.63635,1.11718,1.09978
65536,0.0386,1.42541,1.70906,1.44589,1.54112
131072,0.5846,2.39616,2.51597,2.59686,3.11398
262144,1.1745,4.46874,4.04992,4.30899,5.72928
524288,2.7065,8.12544,7.65747,7.59501,8.18688
1048576,4.438,15.0794,14.5981,14.5828,14.9084
2097152,8.8724,29.2721,27.9869,26.6179,27.776
4194304,19.6576,57.7116,56.2248,53.5122,54.5157
8388608,39.286,115.314,111.861,105.98,105.159
16777216,80.4088,229.115,223.87,213.025,210.965
33554432,147.678,463.244,436.496,422.466,420.833
67108864,293.616,934.731,902.224,852.692,839.494
16,0.0001,0.576512,0.787456,0.786432,0.76288
32,0.0001,0.811008,0.777216,0.779264,0.795648
64,0.0001,0.562176,0.774144,0.769024,1.11309
128,0.0001,0.586752,0.888832,2.01728,0.75264
256,0.0002,0.625664,0.78848,0.690176,0.763904
512,0.0003,0.504832,0.610304,0.566272,0.992256
1024,0.0004,0.541696,1.00659,0.649216,0.594944
2048,0.0009,0.5632,0.738304,0.7168,0.632832
4096,0.0021,0.600064,0.789504,0.70144,0.644096
8192,0.0033,0.643072,0.89088,0.745472,1.02502
16384,0.0072,0.777216,1.01171,0.832512,0.807936
32768,0.0161,1.01376,1.34554,1.03322,0.9984
65536,0.0393,1.3865,1.7408,1.44998,1.38957
131072,0.5838,2.20672,2.45453,2.50368,2.98189
262144,1.1737,4.48717,3.9721,4.34893,4.75034
524288,2.4337,7.83565,7.33901,7.4496,7.86637
1048576,4.9663,14.3903,14.6821,14.3872,15.2914
2097152,8.8743,29.868,29.0796,27.0889,27.5569
4194304,20.087,58.0588,56.4787,53.204,54.6171
8388608,36.9702,114.65,109.909,105.317,105.823
16777216,78.3315,229.823,219.152,211.231,210.406
33554432,145.554,463.708,446.16,424.133,423.085
67108864,292.261,933.9,884.856,849.384,838.569
16,0.0001,0.618496,0.649216,0.7168,0.766976
32,0.0001,0.62976,0.785408,0.740352,0.699392
64,0.0001,0.525312,0.786432,0.707584,0.705536
128,0.0001,0.526336,0.749568,0.715776,0.750592
256,0.0002,0.53248,0.779264,0.75776,0.739328
512,0.0003,0.523264,0.850944,0.692224,0.73728
1024,0.0005,0.661504,0.781312,0.759808,0.72704
2048,0.001,0.52736,1.11411,0.753664,0.744448
4096,0.0032,0.557056,0.984064,1.03731,0.751616
8192,0.0031,0.607232,1.04038,0.789504,0.821248
16384,0.0067,0.88576,1.05984,0.877568,0.945152
32768,0.0166,1.00762,1.30662,1.13459,1.08134
65536,0.0386,1.49197,1.68141,1.5063,1.43155
131072,0.5839,2.21696,3.71098,2.51597,2.93581
262144,1.1727,4.26598,4.03558,4.32333,5.52038
524288,2.3401,8.12032,7.7097,7.76704,8.23194
1048576,4.6217,14.7599,15.0671,14.5684,14.4968
2097152,9.9779,28.8266,27.9562,27.9276,27.5046
4194304,18.6124,57.7536,57.3194,53.2541,53.1999
8388608,37.597,115.151,109.592,105.384,105.804
16777216,74.7071,230.075,223.934,210.121,211.719
33554432,149.51,465.187,432.689,427.236,421.55
67108864,301.498,936.199,900.691,851.991,841.652
16,0.0001,0.57344,0.813056,0.775168,0.750592
32,0.0001,0.479232,1.25542,0.795648,0.80896
64,0.0002,0.489472,0.846848,0.749568,0.75776
128,0.0001,0.512,0.813056,0.806912,0.891904
256,0.0001,0.507904,0.821248,0.841728,0.735232
512,0.0003,0.612352,0.822272,0.708608,0.735232
1024,0.0005,0.545792,0.806912,0.739328,0.7424
2048,0.001,0.577536,0.894976,0.745472,0.714752
4096,0.0019,0.630784,0.872448,0.88576,0.713728
8192,0.0031,0.87552,0.902144,0.804864,0.800768
16384,0.0069,0.75264,1.13766,0.913408,0.922624
32768,0.0166,0.96256,1.38035,1.13152,1.10285
65536,0.0404,1.42438,1.70496,1.47866,1.84627
131072,0.5853,2.2743,2.52621,2.61734,3.10886
262144,1.172,4.82816,4.06528,4.41446,4.76877
524288,2.516,7.6503,7.65747,7.55814,8.06707
1048576,4.437,14.9944,14.3452,14.5377,14.5633
2097152,9.0451,29.2751,28.7048,26.8954,27.9296
4194304,18.869,58.3741,56.0794,53.1958,53.7508
8388608,38.049,113.545,110.418,105.548,104.852
16777216,79.9235,229.358,218.687,211.719,209.845
33554432,153.085,464.219,446.453,424.868,422.035
67108864,294.974,937.11,884.968,850.128,844.17
16,0,0.697344,0.70656,0.79872,0.794624
32,0.0001,0.713728,0.802816,0.831488,0.863232
64,0.0001,0.579584,0.871424,0.900096,0.9072
128,0.0002,0.658432,0.497664,0.695296,0.753664
256,0.0004,0.579584,0.789504,0.753664,0.723968
512,0.0007,0.610304,0.789504,1.02502,0.761856
1024,0.0004,0.548864,0.7936,0.754688,0.755712
2048,0.0009,0.52736,0.95744,0.77312,0.715776
4096,0.0019,0.683008,0.980992,0.724992,0.763904
8192,0.0031,0.644096,0.961536,0.80384,0.79872
16384,0.0073,0.753664,1.16736,0.930816,0.9472
32768,0.0325,0.966656,1.23802,1.11002,1.04038
65536,0.3428,1.46125,1.70291,1.4889,1.48787
131072,0.5845,2.19955,2.52109,2.5129,3.05254
262144,1.168,4.21171,4.12467,4.7145,4.7575
524288,2.2344,7.80288,7.55712,7.71379,8.25344
1048576,4.4356,15.0456,14.7855,14.5388,15.1378
2097152,10.2623,29.227,27.6449,26.8237,27.0172
4194304,20.2405,57.1259,57.1023,53.7713,53.1425
8388608,39.4347,113.764,110.298,106.555,106.256
16777216,77.1125,229.845,222.812,211.519,209.888
33554432,147.164,464.435,438.304,423.319,421.622
67108864,295.013,936.076,900.568,850.246,840.67
16,0.0001,0.596992,0.772096,0.909312,0.826368
32,0.0001,0.472064,0.758784,0.960512,0.734208
64,0.0001,0.47104,0.724992,0.999424,0.943104
128,0.0001,0.483328,0.990208,0.684032,0.702464
256,0.0002,0.600064,1.08749,0.715776,0.734208
512,0.0002,0.49664,0.811008,0.74752,0.772096
1024,0.0004,0.551936,0.831488,0.786432,0.740352
2048,0.001,0.530432,0.995328,0.777216,0.729088
4096,0.0019,0.582656,0.999424,0.90112,0.825344
8192,0.0031,0.688128,1.05472,0.887808,0.840704
16384,0.0074,0.774144,1.11411,0.999424,0.950272
32768,0.017,1.11616,1.31072,1.09875,1.08442
65536,0.0402,1.42643,1.73158,1.50528,1.44077
131072,0.5828,2.37261,2.4576,2.52314,3.04128
262144,1.1738,4.53632,4.05197,4.34176,5.0647
524288,2.3408,7.88582,8.15309,7.83053,8.4183
1048576,4.4379,14.9996,14.5009,14.2551,14.3657
2097152,8.8708,28.4918,28.6167,26.6875,27.1278
4194304,18.3452,57.6358,55.1117,53.0115,53.5245
8388608,38.7453,113.691,111.107,105.737,105.259
16777216,80.8386,228.479,219.171,211.429,210.311
33554432,152.096,465.796,446.018,422.445,421.239
67108864,294.997,935.741,882.976,850.895,841.577
16,0.0001,0.664576,0.789504,0.789504,0.792576
32,0.0001,0.475136,0.75776,0.72192,0.753664
64,0.0002,0.49664,0.86528,0.928768,1.73568
128,0.0001,0.492544,0.676864,1.08646,0.649216
256,0.0002,0.498688,0.707584,0.765952,0.877568
512,0.0004,0.589824,0.82944,0.674816,0.72192
1024,0.0004,0.743424,0.705536,0.642048,0.600064
2048,0.001,0.55808,0.862208,0.679936,0.61952
4096,0.0019,0.590848,0.7936,0.726016,0.700416
8192,0.0031,0.636928,0.862208,0.74752,0.683008
16384,0.007,0.765952,1.01478,0.837632,0.811008
32768,0.0171,1.0199,1.2073,1.0455,1.01069
65536,0.0374,1.41926,1.61792,1.67629,1.33427
131072,0.5849,2.18522,2.45453,2.54874,3.1529
262144,1.107,4.21581,4.57626,4.13286,4.7657
524288,2.3397,7.82438,8.1664,8.15821,8.37939
1048576,5.7408,14.7026,14.9893,14.9729,14.2275
2097152,9.0412,29.054,27.9695,26.8605,27.5364
4194304,20.9916,58.2533,55.9094,53.2419,53.46
8388608,38.4566,114.67,111.818,104.794,105.864
16777216,72.9559,231.73,223.809,210.973,211.835
33554432,143.576,464.67,435.175,424.663,421.336
67108864,297.566,936.362,898.918,850.456,841.798
16,0.0001,0.550912,0.776192,0.784384,0.815104
32,0.0001,0.804864,0.72704,0.728064,0.999424
64,0.0001,0.603136,0.8448,0.821248,0.735232
128,0.0002,0.467968,0.7424,0.704512,0.717824
256,0.0001,0.479232,0.843776,1.21651,0.776192
512,0.0003,0.615424,0.688128,0.953344,0.622592
1024,0.0005,0.73728,0.705536,0.63488,1.20934
2048,0.001,0.512,0.678912,0.620544,0.61952
4096,0.0021,0.584704,0.842752,0.649216,0.659456
8192,0.0031,0.64,0.935936,0.764928,0.68096
16384,0.0085,0.760832,1.00045,0.846848,0.816128
32768,0.0168,0.969728,1.22368,1.14893,1.00352
65536,0.038,1.35475,1.95277,1.43155,1.38957
131072,0.586,2.24358,2.4617,2.53747,2.96653
262144,1.1705,4.23936,3.97619,4.55373,4.75546
524288,2.3536,7.64006,7.38509,7.47725,8.64051
1048576,4.4347,15.3119,15.3876,14.8562,15.7297
2097152,9.7942,29.5547,28.7058,27.8129,28.0924
4194304,17.9749,58.5144,55.5991,53.121,53.932
8388608,40.1584,114.501,110.242,106.281,106.252
16777216,73.3278,233.199,219.633,209.672,209.96
33554432,148.799,464.001,445.876,425.235,420.948
67108864,294.423,938.807,882.541,849.598,839.413
16,0.0001,0.644096,0.869376,0.827392,0.804864
32,0.0001,0.697344,0.801792,0.72704,0.708608
64,0.0002,0.512,0.730112,0.709632,0.714752
128,0.0001,0.74752,0.768,0.794624,0.891904
256,0.0002,0.54272,1.00352,0.739328,0.714752
512,0.0003,0.541696,0.791552,0.738304,0.705536
1024,0.0005,0.545792,0.8192,0.96768,0.765952
2048,0.001,0.605184,0.741376,0.676864,0.637952
4096,0.002,0.813056,0.787456,0.699392,0.750592
8192,0.0032,0.684032,0.854016,0.748544,0.999424
16384,0.0073,0.75776,1.5831,0.86528,0.746496
32768,0.0167,0.984064,1.21344,1.06086,0.997376
65536,0.0383,1.41312,1.61587,1.42848,1.39264
131072,0.5833,2.22003,2.85491,2.24563,2.68186
262144,1.1749,4.20454,4.33869,4.3264,4.73088
524288,2.3431,7.94317,7.8377,7.7015,8.22579
1048576,4.4364,15.0979,14.9586,14.3667,14.636
2097152,9.2598,28.7672,29.1226,26.7192,27.2302
4194304,18.9758,57.5795,56.4869,53.591,53.3268
8388608,36.7641,112.585,111.251,106.534,105.679
16777216,81.2548,229.529,223.958,211.985,210.301
33554432,148.8,465.761,434.416,424.209,421.891
67108864,293.866,933.793,900.831,846.685,844.567
16,0.0001,0.52224,0.878592,0.754688,0.78848
32,0.0002,0.630784,0.695296,0.946176,0.709632
64,0.0001,0.612352,0.750592,0.93696,0.718848
128,0.0001,0.519168,0.781312,0.698368,0.746496
256,0.0001,0.69632,0.801792,0.722944,0.994304
512,0.0003,0.495616,0.9216,0.800768,0.611328
1024,0.0007,0.478208,0.70656,0.585728,0.608256
2048,0.001,0.550912,0.744448,0.674816,0.623616
4096,0.002,0.596992,0.786432,0.72704,0.70656
8192,0.0032,0.672768,0.858112,1.08339,0.685056
16384,0.007,0.764928,0.995328,0.832512,0.818176
32768,0.016,0.969728,1.19706,1.03219,1.21856
65536,0.0467,2.16166,1.61997,1.38035,1.39366
131072,0.5827,2.22003,2.43814,2.49139,2.90714
262144,1.1744,4.29875,3.98746,4.36736,5.56032
524288,2.2188,7.87251,8.12749,7.96774,8.46131
1048576,5.3278,14.3872,14.2111,14.5029,14.7169
2097152,9.0139,29.2403,28.6362,26.9804,27.0602
4194304,20.4905,56.9774,55.9278,54.2403,53.4057
8388608,40.3759,114.459,111.215,105.218,105.062
16777216,77.5772,230.042,219.131,210.351,211.867
33554432,145.52,462.402,444.589,423.471,420.782
67108864,302.875,936.174,882.304,852.758,843.255
16,0,0.697344,0.896,0.910336,0.902144
32,0.0001,0.603136,0.807936,0.653312,0.775168
64,0.0001,0.492544,0.662528,0.726016,0.987136
128,0.0002,0.470016,1.11923,0.812032,0.892928
256,0.0001,0.73216,0.823296,0.894976,0.73216
512,0.0137,0.515072,0.784384,0.70144,1.06598
1024,0.0005,0.535552,0.78336,0.751616,0.756736
2048,0.001,0.570368,0.744448,0.704512,0.658432
4096,0.002,0.58368,0.780288,0.649216,0.683008
8192,0.0032,1.48685,0.940032,0.749568,0.71168
16384,0.0071,0.764928,1.44794,0.8448,0.805888
32768,0.0165,1.05677,1.21037,1.0537,0.9984
65536,0.0373,1.42643,1.88211,1.42541,1.39366
131072,0.5862,2.21491,2.43405,2.50163,2.93274
262144,1.1677,4.46669,4.07552,4.62029,4.73702
524288,2.3417,7.74963,7.58374,7.79264,8.13261
1048576,4.437,15.1706,15.0712,14.0698,14.7661
2097152,8.8744,29.0806,28.034,27.3562,26.8012
4194304,19.5002,57.5785,57.5365,53.0657,53.6177
8388608,37.3748,113.923,110.531,105.613,105.522
16777216,74.1998,229.407,224.048,210.997,211.056
33554432,147.899,465.904,435.2,422.852,419.326
67108864,291.094,940.836,897.944,851.348,845.247
16,0.0001,0.632832,0.838656,0.823296,0.769024
32,0.0001,1.51654,1.02605,0.72192,0.744448
64,0.0001,0.512,0.873472,0.730112,0.594944
128,0.0001,0.971776,0.60928,0.626688,0.60416
256,0.0002,0.662528,0.654336,0.626688,0.594944
512,0.0002,0.520192,0.68096,0.641024,0.611328
1024,0.0005,0.63488,0.749568,0.644096,0.679936
2048,0.0009,0.53248,0.746496,0.679936,1.00659
4096,0.002,0.586752,0.774144,0.703488,0.648192
8192,0.0031,1.36192,0.864256,0.74752,0.71168
16384,0.0072,0.794624,1.00864,0.837632,0.818176
32768,0.0168,0.975872,1.21242,1.05062,1.5657
65536,0.0399,1.91181,1.77357,1.43974,1.3783
131072,0.6024,2.54362,2.44122,2.51597,2.94912
262144,1.1735,4.59974,3.98336,4.53427,4.73498
524288,2.2769,8.07629,7.83258,8.39987,8.49203
1048576,4.6836,14.7282,14.5736,14.4118,14.9494
2097152,10.7717,28.5553,28.5297,27.7709,27.9183
4194304,18.2062,57.729,55.4834,53.5357,54.017
8388608,36.0965,114.255,111.513,107.251,105.843
16777216,77.2274,230.873,217.175,211.409,210.937
33554432,147.447,465.157,448.797,422.832,419.074
67108864,294.097,937.383,884.005,849.648,835.933
16,0.0001,0.62464,0.797696,0.77312,0.736256
32,0.0001,0.555008,0.857088,0.854016,0.730112
64,0.0001,0.48128,0.77824,0.78336,0.653312
128,0.0001,0.555008,0.62976,0.633856,0.608256
256,0.0001,0.474112,0.666624,0.66048,0.611328
512,0.0002,0.502784,0.684032,0.64,0.59392
1024,0.0004,0.539648,0.720896,0.647168,1.15098
2048,0.001,0.642048,0.723968,0.662528,0.734208
4096,0.0019,0.586752,0.7936,0.717824,0.672768
8192,0.0031,0.68608,0.93696,0.723968,0.745472
16384,0.0073,0.976896,1.01888,0.83456,0.805888
32768,0.0169,1.00864,1.22675,1.04653,1.00454
65536,0.0385,1.41312,1.64045,1.56774,1.39264
131072,0.5855,2.26918,2.70029,2.40026,3.33926
262144,1.1676,4.18304,3.99872,4.31821,5.04525
524288,2.3426,7.67693,7.77728,8.21146,8.6272
1048576,4.438,15.5515,15.1624,14.7046,14.5213
2097152,10.6584,29.0243,28.7959,27.1872,28.3996
4194304,19.3591,56.5821,57.2406,54.1573,53.8501
8388608,38.1717,115.356,110.263,106.296,105.487
16777216,78.6804,229.947,222.61,211.427,211.374
33554432,154.564,463.906,435.901,423.644,420.334
67108864,293.585,931.358,896.799,851.589,845.849
16,0.0001,0.832512,0.86528,0.879616,0.845824
32,0.0001,0.777216,0.812032,0.77824,0.77824
64,0.0002,0.48128,0.769024,0.753664,0.75776
128,0.0002,0.49664,0.681984,0.749568,0.978944
256,0.0001,0.472064,0.796672,0.7168,0.75776
512,0.0003,0.557056,0.786432,0.698368,0.733184
1024,0.0005,0.54784,0.804864,0.74752,0.74752
2048,0.001,0.57856,0.961536,0.776192,0.797696
4096,0.0018,0.664576,0.996352,0.789504,0.758784
8192,0.003,0.643072,1.06906,0.804864,1.08134
16384,0.0105,0.820224,0.945152,0.836608,0.910336
32768,0.0164,1.07725,1.2073,1.03526,1.00557
65536,0.0393,1.45203,1.63533,1.53498,1.38547
131072,0.5827,2.22208,2.44634,2.50675,2.98598
262144,1.1705,4.24448,4.00589,5.1159,4.49331
524288,2.3424,7.89094,7.96058,7.73018,8.22784
1048576,4.9604,15.0508,14.8265,14.3657,14.6852
2097152,9.4746,28.415,28.9178,27.4012,27.8313
4194304,18.4516,58.113,55.9258,53.6463,53.8184
8388608,38.5808,115.161,109.976,106.139,105.51
16777216,78.7057,230.856,217.805,210.724,209.2
33554432,152.126,464.841,444.04,424.106,420.82
67108864,296.895,932.661,885.796,849.212,840.96
16,0.0001,0.666624,0.741376,0.770048,0.771072
32,0.0002,0.53248,0.704512,0.876544,0.822272
64,0.0001,0.61952,0.743424,0.710656,0.825344
128,0.0001,0.55296,0.574464,0.571392,0.594944
256,0.0001,0.47616,0.662528,0.62976,0.59392
512,0.0003,0.62464,0.61952,0.633856,0.59392
1024,0.0004,0.536576,1.03629,0.647168,0.598016
2048,0.001,0.55808,0.750592,0.693248,0.627712
4096,0.002,0.590848,0.786432,0.705536,0.667648
8192,0.0031,0.667648,1.07418,0.749568,0.69632
16384,0.0069,0.768,0.997376,0.83968,0.806912
32768,0.0165,0.991232,1.21242,1.03731,1.01478
65536,0.0385,1.43565,1.60461,1.43258,1.62099
131072,0.5851,2.2569,2.44122,2.50778,2.92659
262144,1.1744,4.1984,4.56602,4.29158,5.1415
524288,2.3419,7.74349,7.94419,7.78752,8.28826
1048576,4.4373,15.1214,14.8572,14.3227,15.0098
2097152,8.8747,29.0836,29.269,27.0899,27.4033
4194304,17.945,58.1591,56.2893,53.12,54.6826
8388608,39.0332,114.253,109.442,105.53,105.275
16777216,76.2081,229.444,224.134,211.388,209.111
33554432,151.025,463.919,436.985,424.33,420.766
67108864,293.145,934.535,894.948,848.997,843.126
16,0.0001,0.755712,0.912384,0.930816,0.889856
32,0.0001,0.763904,0.758784,0.72192,0.991232
64,0.0001,0.63488,0.94208,0.878592,0.897024
128,0.0001,0.523264,0.79872,0.688128,0.70144
256,0.0001,0.545792,1.16634,0.668672,0.708608
512,0.0003,0.487424,0.792576,0.836608,0.712704
1024,0.0005,0.54272,0.705536,0.65024,0.620544
2048,0.0009,0.566272,0.7424,0.67584,0.63488
4096,0.002,0.899072,0.78848,0.71168,0.886784
8192,0.0031,0.666624,0.973824,0.746496,0.965632
16384,0.0073,0.953344,0.982016,0.83456,1.20115
32768,0.017,1.02502,1.30253,0.968704,1.10285
65536,0.0386,1.41722,1.62714,1.42541,1.39981
131072,0.583,2.22208,2.47091,2.50368,3.95162
262144,1.2397,4.06835,3.93011,4.34995,4.76058
524288,2.2169,7.65133,7.3687,7.61139,8.67328
1048576,4.8245,14.9852,14.9309,14.3892,14.6217
2097152,9.0992,28.756,28.8276,27.0735,27.5159
4194304,18.2517,57.8048,56.1889,53.6566,53.5808
8388608,36.0444,113.47,110.394,106.042,104.332
16777216,84.9043,230.554,218.328,211.542,210.271
33554432,148.889,464.034,447.732,423.667,421.415
67108864,297.67,932.43,883.082,850.109,842.152
16,0.0001,0.439296,0.797696,0.80384,0.745472
32,0.0002,0.495616,0.802816,0.740352,0.838656
64,0.0001,0.656384,0.858112,0.935936,1.24621
128,0.0001,0.692224,0.792576,0.877568,0.826368
256,0.0001,0.508928,0.790528,0.703488,0.70656
512,0.0002,0.529408,0.674816,0.635904,0.602112
1024,0.0005,0.652288,0.703488,0.738304,0.570368
2048,0.001,0.551936,0.739328,0.704512,0.625664
4096,0.002,0.587776,0.785408,0.72192,0.652288
8192,0.0031,0.64,0.847872,0.746496,0.681984
16384,0.0206,0.769024,1.21139,0.8448,0.805888
32768,0.0176,0.971776,1.33325,1.03629,1.00659
65536,0.0368,1.44384,1.63942,1.43258,2.35418
131072,0.6016,2.26099,2.43712,3.09965,2.95526
262144,1.1681,4.50765,3.98643,4.3479,5.02682
524288,2.3399,7.5991,7.61242,8.49715,7.79674
1048576,4.4378,15.1224,14.8797,14.6381,14.7354
2097152,10.0612,28.7713,28.9526,26.6885,27.1811
4194304,18.7843,57.1546,56.5617,53.7088,53.5828
8388608,38.559,113.606,111.791,105.381,105.866
16777216,80.5494,229.825,222.845,210.885,210.975
33554432,145.605,463.283,434.639,423.253,421.6
67108864,293.967,936.078,900.779,845.688,841.143
16,0.0001,0.643072,0.758784,0.774144,0.958464
32,0.0001,0.581632,0.823296,0.934912,0.90624
64,0.0001,0.433152,0.705536,0.907264,0.585728
128,0.0001,0.64512,0.754688,0.904192,0.653312
256,0.0002,0.616448,0.663552,0.64512,1.26464
512,0.0002,0.51712,0.613376,0.635904,0.948224
1024,0.0005,0.504832,0.712704,0.642048,0.601088
2048,0.001,0.529408,0.755712,0.679936,0.646144
4096,0.0018,0.610304,0.960512,0.708608,0.64512
8192,0.003,0.731136,0.948224,0.749568,0.68096
16384,0.007,0.768,0.9984,0.862208,0.805888
32768,0.019,0.96256,1.21344,1.05984,1.00352
65536,0.0722,1.36806,1.64557,1.37933,1.38957
131072,0.5849,2.68083,2.50163,2.80474,2.77094
262144,1.391,4.22195,4.27827,4.34893,4.76262
524288,2.3576,7.70867,7.50694,8.03021,8.21043
1048576,4.4385,16.3512,14.6698,14.7057,14.6381
2097152,9.0416,28.885,28.5225,28.0586,27.8569
4194304,18.0834,57.9144,56.0282,53.5532,53.8132
8388608,38.3286,115.135,111.407,107.266,105.141
16777216,76.8367,231.692,220.182,211.114,211.307
33554432,150.026,463.035,446.544,425.038,418.748
67108864,304.846,933.814,885.451,848.94,836.582
16,0.0001,0.603136,0.54272,0.664576,0.872448
32,0.0001,0.48128,1.02912,0.739328,0.755712
64,0.0002,0.498688,1.06086,0.707584,0.745472
128,0.0001,0.596992,0.700416,0.918528,0.871424
256,0.0001,0.596992,0.827392,0.813056,0.651264
512,0.0003,0.684032,0.835584,0.835584,0.724992
1024,0.0005,0.5888,0.787456,0.769024,0.728064
2048,0.001,0.694272,1.00966,0.802816,0.758784
4096,0.0018,0.620544,0.871424,0.714752,0.764928
8192,0.0035,0.664576,0.86016,0.77312,0.708608
16384,0.007,0.770048,0.990208,0.847872,0.827392
32768,0.016,1.03526,1.21037,1.32403,1.00557
65536,0.0466,1.47149,1.62202,1.45715,1.39776
131072,0.5862,2.26406,2.45555,2.52109,3.6311
262144,1.6621,4.21171,4.3049,4.34893,4.7575
524288,2.3417,7.67898,7.51104,7.53562,8.1705
1048576,4.4376,15.8454,15.572,14.4282,14.3739
2097152,9.0919,29.0898,28.0064,28.2552,27.9685
4194304,17.8566,57.7597,56.3241,54.1809,55.2755
8388608,40.5776,111.462,110.28,105.934,105.362
16777216,74.3319,230.544,223.409,212.578,210.611
33554432,150.106,463.282,439.441,426.989,421.273
67108864,298.504,936.027,898.509,850.065,843.146
16,0.0001,0.630784,0.925696,0.740352,0.744448
32,0.0003,0.766976,0.787456,0.766976,0.787456
64,0.0002,0.508928,0.8192,1.03117,0.515072
128,0.0002,0.500736,0.63488,0.646144,0.812032
256,0.0002,0.474112,0.658432,0.64512,0.590848
512,0.0003,0.488448,0.69632,0.643072,0.592896
1024,0.0004,0.541696,1.38035,0.661504,0.611328
2048,0.001,0.5632,0.741376,0.707584,0.621568
4096,0.0019,0.580608,0.792576,0.714752,0.643072
8192,0.0032,0.632832,0.866304,0.74752,0.684032
16384,0.007,0.779264,0.994304,0.879616,0.807936
32768,0.0174,1.21446,1.36602,1.04346,0.999424
65536,0.0396,1.36806,1.64864,1.42029,1.39469
131072,0.6451,2.23642,2.74227,2.51187,3.16109
262144,1.6099,4.20147,4.01203,4.53939,4.48717
524288,2.3424,8.11213,7.68819,7.55302,7.84179
1048576,4.4353,14.7886,14.5449,14.1588,15.4429
2097152,10.5637,28.4908,28.5737,26.1622,26.9998
4194304,18.1775,57.9441,56.2985,53.3484,53.29
8388608,38.0247,113.986,109.905,106.012,105.837
16777216,73.6713,229.395,218.897,211.604,211.768
33554432,149.947,462.155,446.939,423.277,422.252
67108864,295.745,936.479,888.162,854.408,842.151
16,0.0001,0.47616,0.713728,0.801792,0.775168
32,0.0001,0.466944,0.60928,0.8448,0.781312
64,0.0002,0.468992,1.024,0.663552,0.703488
128,0.0002,0.502784,0.571392,0.647168,0.585728
256,0.0002,0.509952,0.646144,0.631808,0.605184
512,0.0002,0.518144,0.663552,0.638976,0.620544
1024,0.0005,0.584704,0.69632,0.641024,0.60928
2048,0.0009,0.879616,0.736256,0.674816,0.98304
4096,0.0019,0.553984,0.796672,0.708608,0.652288
8192,0.0036,0.591872,0.821248,0.845824,0.683008
16384,0.0067,0.83968,1.15507,0.831488,0.836608
32768,0.0186,1.01274,1.2329,1.21549,1.22573
65536,0.0363,1.39571,1.61178,1.85958,1.49811
131072,0.6003,2.59277,2.56922,3.12832,2.9696
262144,1.2051,4.28442,3.93728,4.95309,4.50867
524288,2.3414,7.69126,7.8121,8.32,8.01485
1048576,4.7618,15.0149,14.4937,13.8854,15.4204
2097152,8.8741,29.0939,28.5645,26.7356,27.4094
4194304,19.9503,57.3563,55.7722,53.8276,53.8849
8388608,37.3785,114.538,111.236,105.154,105.783
16777216,75.3217,231.162,224.411,210.296,210.813
33554432,147.232,464.357,437.47,421.463,420.056
67108864,297.046,935.332,899.477,850.74,842.088
16,0.0002,0.572416,0.676864,0.68608,0.657408
32,0.0002,0.607232,0.75264,0.724992,0.72704
64,0.0001,0.81408,0.809984,0.668672,1.05165
128,0.0001,0.485376,0.782336,0.709632,0.729088
256,0.0002,0.625664,0.785408,0.723968,0.720896
512,0.0003,0.534528,0.840704,0.740352,0.748544
1024,0.0004,0.530432,0.8192,0.769024,0.784384
2048,0.001,0.535552,0.822272,0.708608,0.991232
4096,0.0019,0.572416,0.955392,0.75776,0.85504
8192,0.0055,0.600064,0.932864,0.987136,0.790528
16384,0.0073,0.857088,1.14483,1.05472,0.884736
32768,0.0166,0.914432,1.2759,1.16838,1.24621
65536,0.0388,1.37421,1.72646,2.66035,1.51245
131072,0.7339,2.29581,2.80883,2.79962,3.33824
262144,1.1745,4.22093,4.2025,4.28851,4.736
524288,2.4098,7.7783,7.79469,8.03533,8.23296
1048576,6.0921,14.8275,14.9146,14.6217,14.8941
2097152,9.364,29.0816,28.9526,27.007,27.3869
