Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
4194304,17.9992,56.6231,55.9462,54.3805,53.6125
8388608,36.6749,114.108,110.837,104.777,104.873
16777216,78.3793,229.328,218.39,210.705,210.308
33554432,147.342,463.755,446.629,425.032,419.012
67108864,290.604,939.321,884.455,849.796,842.099
16,0.0001,0.663552,0.87552,0.903168,0.918528
32,0.0001,0.648192,0.75264,0.7424,0.763904
64,0.0002,0.45568,0.816128,0.786432,0.801792
128,0.0001,0.582656,0.755712,0.712704,0.708608
256,0.0002,0.664576,0.726016,0.681984,0.72192
512,0.0003,0.498688,0.809984,0.713728,0.712704
1024,0.0004,0.622592,0.843776,0.715776,0.741376
2048,0.001,0.616448,0.935936,0.746496,0.749568
4096,0.0019,0.868352,1.01478,0.804864,0.75776
8192,0.0032,0.585728,1.4336,0.794624,0.869376
16384,0.0081,0.923648,1.26157,0.856064,0.929792
32768,0.018,1.17146,1.28717,1.12026,1.21549
65536,0.037,1.42643,1.70189,2.3767,1.60563
131072,0.5837,2.33984,2.60915,2.62144,3.47238
262144,1.208,4.40013,4.16973,4.41344,5.0432
524288,2.4929,7.93498,7.77216,7.87046,8.2944
1048576,4.4361,15.6303,15.1183,14.1824,14.4855
2097152,9.0443,29.4676,29.055,27.6562,28.4897
4194304,18.8164,57.8458,57.0665,53.7436,53.2961
8388608,40.7567,113.842,111.496,105.87,105.746
16777216,78.5254,230.135,223.699,211.804,210.474
33554432,155.797,465.633,436.208,424.893,424.977
67108864,294.363,939.965,898.231,851.188,846.601
16,0.0001,0.664576,0.763904,0.792576,0.8192
32,0.0002,0.57344,0.77824,1.17862,0.774144
64,0.0002,0.720896,0.775168,0.672768,0.692224
128,0.0001,0.497664,0.830464,0.731136,0.749568
256,0.0002,0.590848,0.831488,0.690176,0.722944
512,0.0135,0.546816,0.933888,0.663552,0.674816
1024,0.0005,0.572416,0.826368,0.750592,0.600064
2048,0.0139,0.525312,0.739328,0.676864,0.622592
4096,0.002,0.594944,0.73728,0.71168,0.65024
8192,0.0031,0.987136,0.806912,0.754688,0.69632
16384,0.0075,0.774144,0.99328,0.832512,0.804864
32768,0.0163,1.02912,1.22266,1.06291,1.00147
65536,0.038,1.41824,1.63226,1.42746,1.39366
131072,0.5858,2.23437,2.43917,2.52314,2.95322
262144,1.1692,4.224,4.02842,4.8343,4.74214
524288,2.4203,7.91142,7.83565,7.9104,8.70093
1048576,4.6036,15.3682,14.8644,14.8593,14.6954
2097152,9.0483,28.5829,28.7242,27.2282,27.6306
4194304,17.9825,58.2113,55.1772,53.2531,53.6125
8388608,39.7236,114.511,110.617,105.685,104.945
16777216,79.9202,229.294,218.27,211.17,211.543
33554432,148.433,464.553,445.982,420.244,420.845
67108864,296.297,935.353,884.274,848.206,839.632
16,0.0001,0.60928,0.64512,0.784384,0.756736
32,0.0001,0.70656,0.766976,0.905216,0.676864
64,0.0002,0.534528,0.580608,0.668672,0.718848
128,0.0002,0.576512,0.628736,0.7936,0.882688
256,0.0001,0.612352,0.815104,0.674816,0.62976
512,0.0003,0.625664,0.77312,0.709632,0.728064
1024,0.0004,0.545792,0.80384,0.748544,0.728064
2048,0.001,0.555008,0.681984,0.864256,0.77312
4096,0.002,0.613376,0.791552,0.743424,0.667648
8192,0.0033,0.736256,0.935936,0.749568,0.707584
16384,0.0069,0.820224,1.01581,0.843776,0.968704
32768,0.0167,1.33939,1.20525,1.0537,1.00762
65536,0.0377,1.41312,1.61792,1.43565,1.39469
131072,0.5853,2.24358,2.42176,2.50573,2.91021
262144,1.3692,4.21478,4.38477,4.3479,4.71654
524288,2.3418,7.62778,7.4752,7.8889,8.32819
1048576,4.4384,15.6334,15.0743,14.892,14.6084
2097152,9.2642,28.7314,28.5819,27.4565,27.9306
4194304,17.9068,57.0388,57.1648,53.1087,53.0289
8388608,43.2932,113.439,110.324,106.97,105.72
16777216,74.2488,229.676,225.693,210.074,210.693
33554432,153.134,464.885,436.747,425.819,419.733
67108864,297.023,936.063,903.173,850.392,846.979
16,0.0001,0.68608,0.595968,0.617472,0.95232
32,0.0001,0.556032,0.939008,0.919552,0.861184
64,0.0001,0.482304,0.755712,0.77824,0.77312
128,0.0002,0.52224,0.848896,1.06803,0.806912
256,0.0001,0.509952,0.837632,0.821248,0.785408
512,0.0002,0.847872,0.73728,0.787456,0.817152
1024,0.0005,0.671744,0.848896,0.816128,0.789504
2048,0.001,0.662528,0.915456,0.800768,0.745472
4096,0.0019,0.715776,0.987136,1.69165,0.774144
8192,0.0031,0.64512,0.919552,0.806912,0.820224
16384,0.0072,1.34246,1.04755,0.929792,0.90112
32768,0.0166,1.40698,1.31482,1.1008,1.19706
65536,0.0402,1.42541,1.91386,1.4336,1.4889
131072,0.5849,2.32038,2.51392,2.55181,3.05152
262144,1.112,4.40013,4.07859,5.0647,4.74214
524288,2.4395,8.0599,7.62061,7.6073,8.24627
1048576,4.6828,15.1695,14.3503,14.6216,15.0456
2097152,8.8735,28.7703,28.6638,26.8032,27.4924
4194304,20.2305,57.5488,55.7998,53.4958,53.4026
8388608,37.6744,115.282,111.313,104.993,106.251
16777216,79.4497,230.929,219.497,210.831,211.89
33554432,146.165,463.857,445.78,422.54,420.605
67108864,292.568,934.812,883.378,848.842,838.439
16,0.0001,0.585728,0.893952,0.930816,1.60256
32,0.0001,0.641024,1.04858,0.950272,0.753664
64,0.0001,0.489472,0.731136,0.728064,0.736256
128,0.0002,0.729088,0.812032,0.72192,1.06598
256,0.0002,0.509952,0.799744,0.744448,0.738304
512,0.0006,0.560128,0.76288,0.740352,0.715776
1024,0.0005,0.543744,0.912384,0.743424,0.71168
2048,0.001,0.644096,0.883712,0.815104,0.740352
4096,0.0019,0.986112,0.77824,0.735232,1.65274
8192,0.0032,0.868352,0.891904,0.753664,0.685056
16384,0.0069,0.830464,1.00966,0.903168,0.80896
32768,0.0166,1.00045,1.21651,1.04448,1.01069
65536,0.0334,1.41517,1.5575,1.37114,1.39162
131072,0.5855,2.21901,2.42483,2.50573,3.93626
262144,1.2866,4.02022,4.01818,4.33459,5.47328
524288,2.3537,7.73734,7.51002,8.25754,8.2944
1048576,5.6833,14.975,15.5085,14.7446,14.3268
2097152,10.8787,28.7314,28.2225,27.4012,26.8411
4194304,19.6461,57.8447,56.3261,52.9603,53.6586
8388608,40.4327,114.533,111.435,106.242,104.671
16777216,79.5389,230.137,225.399,210.41,211.315
33554432,149.066,464.285,436.237,423.85,419.744
67108864,295.692,935.56,898.617,849.192,842.251
16,0,0.611328,0.83968,0.86528,0.888832
32,0.0002,0.579584,0.769024,0.741376,0.80384
64,0.0001,0.603136,0.718848,0.759808,0.722944
128,0.0003,0.76288,0.786432,0.674816,0.632832
256,0.0003,0.647168,0.766976,0.730112,0.736256
512,0.0003,0.5632,0.864256,0.678912,0.756736
1024,0.0004,0.518144,0.668672,0.828416,0.77824
2048,0.001,0.587776,1.43462,0.776192,0.771072
4096,0.002,0.626688,1.0025,0.804864,0.72704
8192,0.0071,0.672768,1.09261,0.78848,0.804864
16384,0.0073,0.741376,1.08339,0.908288,1.09773
32768,0.019,0.951296,1.14483,1.14074,1.07827
65536,0.0393,1.42643,1.75616,1.53498,1.75104
131072,0.5854,2.56205,2.51699,2.8457,3.09248
262144,1.1692,4.56499,4.04685,4.69606,4.69811
524288,2.4089,7.71379,7.47418,7.95648,8.12851
1048576,4.4375,14.7558,14.7128,14.5172,15.4624
2097152,9.5297,29.1574,29.3652,27.1391,28.6147
4194304,19.1924,57.4484,55.8735,53.249,54.0703
8388608,36.3258,113.776,110.515,104.03,105.52
16777216,81.1201,229.254,219.255,211.971,211.724
33554432,153.315,464.144,443.636,423.599,422.217
67108864,294.263,936.15,884.803,847.863,843.295
16,0,0.428032,0.826368,0.831488,0.653312
32,0.0001,0.586752,0.692224,0.70656,0.72704
64,0.0001,0.462848,0.799744,0.861184,0.72192
128,0.0001,0.515072,0.874496,0.896,0.986112
256,0.0001,0.607232,0.806912,0.928768,0.776192
512,0.0136,0.651264,0.974848,0.896,0.699392
1024,0.0005,0.551936,0.852992,0.731136,0.702464
2048,0.001,0.638976,0.850944,0.765952,0.738304
4096,0.002,0.730112,0.835584,0.876544,0.80896
8192,0.0041,0.615424,0.925696,0.98816,0.795648
16384,0.0073,0.801792,1.10182,0.914432,0.889856
32768,0.0167,1.42746,1.3056,1.15917,1.06906
65536,0.0386,1.41619,1.70803,2.27635,1.49504
131072,0.5845,2.36442,2.81498,2.52928,3.20307
262144,1.174,4.21683,4.87731,4.33766,5.10976
524288,2.9982,7.60832,8.29542,7.79776,8.46029
1048576,4.6805,15.0118,14.8367,14.6883,14.8429
2097152,9.3689,29.4482,28.2952,27.2712,28.3392
4194304,18.0817,57.4802,55.5889,52.905,52.6766
8388608,37.048,112.532,110.453,106.31,105.513
16777216,74.8984,229.753,224.34,210.937,212.375
33554432,146.794,463.147,435.774,423.769,420.933
67108864,302.2,933.113,898.601,848.739,845.28
16,0.0001,0.673792,0.851968,0.799744,0.644096
32,0.0001,0.52736,0.958464,0.746496,0.71168
64,0.0001,0.509952,0.792576,0.73728,0.72192
128,0.0001,0.592896,0.924672,0.77824,0.763904
256,0.0001,0.534528,0.809984,1.024,0.735232
512,0.0004,0.712704,0.806912,0.734208,0.746496
1024,0.0004,0.516096,0.809984,0.861184,0.827392
2048,0.0018,0.6144,0.982016,0.924672,0.83968
4096,0.002,0.772096,0.845824,0.935936,0.992256
8192,0.0031,0.617472,0.980992,0.943104,0.898048
16384,0.0075,0.746496,1.08749,1.00659,1.02605
32768,0.0172,0.971776,1.50016,1.15712,1.26259
65536,0.041,1.46637,2.11149,1.65376,1.59539
131072,0.5865,2.17907,2.48832,2.7904,3.30547
262144,1.2028,4.53222,4.09088,4.33664,5.0217
524288,2.34,7.90528,7.64109,7.96262,8.22682
1048576,4.571,14.8378,14.6811,14.1322,14.4968
2097152,9.1156,29.182,28.7846,27.1227,27.7647
4194304,19.1642,57.215,55.9555,53.8634,53.2541
8388608,35.9602,114.144,110.363,106.002,106.117
16777216,77.1243,230.163,216.136,209.618,211.588
33554432,149.249,463.353,443.711,423.618,419.23
67108864,291.874,935.427,880.231,849.103,839.075
16,0.0001,0.572416,0.909312,1.60051,0.913408
32,0.0002,0.570368,0.770048,0.704512,0.601088
64,0.0001,0.49152,0.802816,0.748544,1.02298
128,0.0001,0.530432,1.25235,0.75264,0.71168
256,0.0002,0.539648,0.802816,0.90624,0.809984
512,0.0003,0.490496,0.800768,0.735232,0.679936
1024,0.0005,0.566272,0.8448,0.73728,0.690176
2048,0.001,0.592896,0.965632,0.775168,0.740352
4096,0.0019,0.526336,0.85504,0.78848,0.979968
8192,0.0033,0.626688,1.18784,1.01171,0.765952
16384,0.0069,0.723968,1.0537,0.95232,1.01171
32768,0.0167,1.0199,1.26054,1.152,1.24928
65536,0.0431,1.36909,1.81555,1.47149,1.62611
131072,0.6024,2.2569,2.49344,2.73203,3.1447
262144,1.1692,4.25062,4.17075,5.10464,4.72269
524288,2.4086,7.77011,7.66259,7.81414,8.18688
1048576,5.8738,14.4896,15.0159,14.5705,14.8316
2097152,9.4245,29.4595,28.8993,26.9599,27.6777
4194304,19.2795,56.3405,56.5094,53.6607,52.863
8388608,40.3651,115.42,110.542,106.625,106.761
16777216,83.5668,229.78,223.204,212.356,209.743
33554432,150.721,465.71,436.517,423.712,420.809
67108864,296.368,935.313,895.354,849.399,842.863
16,0.0001,0.566272,0.918528,0.937984,0.90624
32,0.0001,0.510976,0.760832,0.671744,0.715776
64,0.0001,0.616448,0.772096,0.71168,0.684032
128,0.0001,0.5376,0.805888,0.723968,0.756736
256,0.0002,0.571392,0.787456,0.795648,0.769024
512,0.0002,0.548864,0.828416,0.908288,0.753664
1024,0.0004,0.784384,0.799744,0.723968,0.724992
2048,0.001,0.497664,0.900096,0.741376,0.710656
4096,0.002,0.589824,0.974848,1.02605,0.728064
8192,0.0031,0.642048,0.922624,0.817152,0.899072
16384,0.0072,1.1008,1.04755,1.01478,0.990208
32768,0.0164,1.17862,1.26054,1.19706,1.20627
65536,0.0391,1.59027,1.68653,1.43155,1.55443
131072,0.5856,2.18624,2.47091,2.53338,3.01363
262144,1.1736,4.5824,4.2025,4.52301,5.1968
524288,2.342,7.936,8.27597,7.57555,8.06093
1048576,4.6831,15.0508,14.6309,14.2316,14.7282
2097152,9.1163,29.3048,29.0324,26.5943,28.074
4194304,18.9278,57.727,55.9892,53.7416,53.5921
8388608,36.3455,114.594,109.753,106.264,105.376
16777216,77.3548,229.608,219.067,211.329,219.995
33554432,148.532,463.794,445.027,424.309,418.461
67108864,289.166,936.522,885.794,849.526,844.961
16,0.0001,0.672768,0.769024,0.786432,1.01581
32,0.0003,0.505856,0.800768,0.734208,0.707584
64,0.0001,0.531456,0.787456,0.739328,0.698368
128,0.0001,0.523264,0.82432,0.954368,0.704512
256,0.0002,0.64,0.740352,0.726016,0.657408
512,0.0003,0.4864,0.872448,0.784384,0.758784
1024,0.0005,0.526336,0.772096,0.768,0.595968
2048,0.001,0.55808,0.748544,0.68096,0.62464
4096,0.002,0.633856,0.78336,0.702464,0.64
8192,0.0031,0.63488,0.92672,0.744448,0.719872
16384,0.0068,0.760832,1.00147,0.838656,0.80384
32768,0.0164,1.04346,1.20013,1.0455,1.00762
65536,0.0329,1.42438,1.6384,1.99782,1.38752
131072,0.5861,2.24154,2.432,2.54362,2.95117
262144,1.1734,4.64691,3.9936,4.53222,5.2183
524288,2.4849,8.42138,7.47213,7.52333,8.28109
1048576,4.6852,14.8152,15.2207,14.7005,14.5562
2097152,9.6923,29.1205,28.8881,27.095,27.1258
4194304,19.3863,57.6481,56.8494,54.018,52.5302
8388608,36.5026,114.348,110.717,106.348,106.382
16777216,75.7468,230.344,224.036,212.823,210.659
33554432,145.191,465.158,435.747,423.936,421.262
67108864,293.501,936.18,899.381,848.853,841.668
16,0.0001,0.764928,0.74752,0.830464,0.724992
32,0.0001,0.728064,0.615424,0.672768,0.65536
64,0.0001,0.45568,0.738304,0.712704,0.702464
128,0.0002,0.62976,0.80384,0.730112,0.703488
256,0.0001,0.621568,0.918528,0.772096,0.65536
512,0.0003,0.596992,0.759808,1.18579,0.770048
1024,0.0004,0.530432,0.813056,0.707584,0.777216
2048,0.001,0.543744,1.12128,0.679936,0.569344
4096,0.002,0.668672,0.795648,0.703488,0.841728
8192,0.0031,0.584704,0.796672,0.688128,0.699392
16384,0.0073,0.774144,1.00659,0.965632,1.02912
32768,0.0205,1.00966,1.35373,1.31379,2.27328
65536,0.0376,1.40698,2.53338,1.83808,1.60563
131072,0.6003,2.7648,2.7095,2.7945,2.98803
262144,1.3103,4.78618,4.15232,4.48922,5.1712
524288,2.5571,7.936,7.8377,7.2704,7.84589
1048576,5.6024,14.4824,14.3145,13.8342,13.8783
2097152,9.8827,28.6833,29.3499,26.966,27.1329
4194304,19.8792,57.6666,55.6431,53.634,53.8388
8388608,42.103,113.417,111.069,105.777,105.529
16777216,78.0536,230.674,219.667,212.092,209.295
33554432,148.874,464.983,448.275,419.85,420.681
67108864,291.851,936.04,885.939,848.642,840.985
16,0.0001,0.649216,0.89088,0.787456,0.746496
32,0.0001,0.555008,0.731136,0.69632,0.736256
64,0.0001,0.729088,0.84992,0.713728,0.77824
128,0.0001,0.498688,1.22573,0.734208,0.730112
256,0.0002,0.533504,0.795648,0.728064,0.673792
512,0.0002,0.540672,0.807936,1.24314,0.73728
1024,0.0005,0.854016,0.800768,0.690176,1.20627
2048,0.001,0.545792,1.80122,0.781312,0.715776
4096,0.0019,0.610304,0.919552,0.76288,0.745472
8192,0.0031,0.637952,0.928768,0.745472,0.68096
16384,0.0069,0.82944,0.996352,0.841728,1.13869
32768,0.0166,1.024,1.23187,1.03322,1.0711
65536,0.035,1.44896,1.63123,1.40083,1.90566
131072,0.5853,2.18419,2.45043,2.53235,2.96653
262144,1.3075,4.2199,4.01408,5.36883,4.7831
524288,2.2179,8.0128,7.54688,8.10394,8.43878
1048576,5.0182,15.2463,14.4978,14.2408,14.6872
2097152,9.052,29.0632,28.6136,27.2701,27.5466
4194304,19.3508,57.2119,56.3005,53.6197,53.0698
8388608,38.7918,114.241,110.066,105.928,103.758
16777216,79.2077,230.431,224.208,211.326,210.275
33554432,151.998,462.89,433.913,425.367,420.732
67108864,298.852,935.794,898.057,851.958,837.428
16,0,0.60928,0.641024,0.722944,0.866304
32,0.0001,0.596992,0.74752,0.786432,0.689152
64,0.0001,0.523264,0.815104,0.700416,0.72704
128,0.0001,0.523264,0.784384,0.985088,0.881664
256,0.0002,0.794624,0.85504,0.877568,0.796672
512,0.0004,0.671744,0.837632,0.971776,0.753664
1024,0.0004,0.66048,0.774144,0.719872,1.14893
2048,0.001,0.627712,0.970752,0.877568,0.685056
4096,0.0019,0.559104,1.00966,0.745472,0.760832
8192,0.0032,0.648192,0.935936,0.873472,0.806912
16384,0.0073,0.813056,1.06803,0.927744,0.93696
32768,0.0164,1.09773,1.30662,1.11206,1.26566
65536,0.0395,1.52064,1.73773,1.4633,1.83706
131072,0.5855,2.40538,2.44019,2.83136,3.0679
262144,1.1697,4.57626,4.03866,4.47795,4.81075
524288,2.6625,7.9657,7.52333,7.4967,8.04966
1048576,4.4373,14.8101,14.422,14.4312,14.1793
2097152,8.8719,29.483,29.2065,27.5159,26.9404
4194304,19.6802,57.6389,55.6534,53.0883,53.161
8388608,38.4906,114.32,111.701,105.756,106.345
16777216,76.9532,229.632,217.967,210.307,210.084
33554432,145.335,464.206,446.372,423.489,422.629
67108864,295.291,934.259,883.012,850.809,842.982
16,0.0001,0.608256,0.638976,0.705536,0.683008
32,0.0002,0.621568,0.681984,0.714752,0.740352
64,0.0001,0.577536,0.766976,0.7168,0.73216
128,0.0002,0.509952,0.786432,0.740352,1.0025
256,0.0001,0.651264,1.03117,0.749568,0.714752
512,0.0002,0.546816,0.779264,0.949248,0.705536
1024,0.0004,0.656384,0.758784,0.713728,0.693248
2048,0.001,0.703488,0.951296,0.776192,0.73216
4096,0.0019,0.610304,0.990208,0.818176,0.785408
8192,0.0032,0.78848,0.917504,1.0537,0.827392
16384,0.0076,0.959488,1.12026,0.937984,0.903168
32768,0.0162,1.05165,1.29843,1.3271,1.18784
65536,0.0378,1.39674,1.87904,1.45715,1.46842
131072,0.5859,2.21082,2.53338,2.58355,3.11501
262144,1.2067,4.28339,4.08064,4.54861,4.78003
524288,2.3525,7.94931,7.79264,7.91859,8.56576
1048576,5.8241,14.8183,14.7272,14.4282,14.6862
2097152,9.1207,28.9413,28.4836,26.9056,26.8595
4194304,19.3522,57.7219,57.3368,52.9224,53.0504
8388608,37.5202,113.647,112.046,105.944,104.948
16777216,79.1651,229.782,222.821,210.619,211.947
33554432,149.135,463.912,434.755,423.771,420.891
67108864,291.139,937.433,899.613,849.672,845.296
16,0.0001,0.59392,0.754688,0.790528,0.822272
32,0.0001,0.669696,0.64,0.685056,0.736256
64,0.0002,0.493568,0.723968,0.700416,0.730112
128,0.0001,0.58368,0.719872,0.7936,0.70144
256,0.0001,0.533504,0.648192,0.633856,0.59392
512,0.0003,0.566272,0.671744,0.636928,0.612352
1024,0.0005,0.88576,0.653312,0.581632,0.835584
2048,0.0023,0.671744,0.758784,0.678912,0.644096
4096,0.0035,0.6144,0.712704,0.689152,0.69632
8192,0.0032,0.6656,0.932864,0.746496,0.704512
16384,0.0071,0.830464,1.01786,0.831488,1.00147
32768,0.0165,0.968704,1.23392,1.03424,0.999424
65536,0.0366,1.43053,2.32858,1.43565,1.39264
131072,0.5868,2.18624,2.39104,2.39104,2.95731
262144,1.1742,4.20762,4.32742,4.33869,4.75955
524288,2.3423,7.64416,8.13158,7.79162,8.22477
1048576,4.4364,15.9273,14.5521,14.5388,14.6954
2097152,9.7367,28.8297,30.3002,27.1288,26.9875
4194304,18.2921,57.4474,56.8801,54.1266,53.2388
8388608,40.8872,115.182,109.966,106.244,104.836
16777216,72.2401,230.7,217.829,211.231,210.211
33554432,147.511,465.616,444.194,425.609,420.065
67108864,295.125,938.768,883.881,848.816,839.939
16,0.0001,0.541696,0.749568,0.82432,0.775168
32,0.0002,0.41984,0.805888,0.781312,0.719872
64,0.0001,0.479232,0.818176,0.70656,0.678912
128,0.0002,0.538624,1.08032,0.750592,0.669696
256,0.0002,0.514048,0.775168,0.708608,0.73216
512,0.0003,0.623616,0.601088,0.576512,0.587776
1024,0.0005,0.541696,0.704512,0.657408,0.606208
2048,0.001,0.561152,0.744448,0.69632,0.621568
4096,0.002,0.55808,0.789504,0.703488,0.661504
8192,0.0032,0.647168,0.859136,0.759808,0.6912
16384,0.0069,0.766976,0.905216,0.777216,0.7424
32768,0.0206,1.0137,1.37728,1.03219,0.997376
65536,0.0389,1.38854,1.63738,1.43155,1.39059
131072,0.5828,2.21901,2.57126,2.50778,3.11603
262144,1.1732,4.13798,4.00282,4.39296,5.00019
524288,2.856,7.6503,8.10291,7.46086,7.79981
1048576,4.438,15.0824,15.1951,14.378,14.8521
2097152,9.0394,28.9229,29.4236,27.0858,27.5169
4194304,18.1548,56.9672,56.7777,52.822,53.5235
8388608,37.735,113.715,111.018,105.127,106.258
16777216,78.1823,230.051,222.956,211.968,211.827
33554432,149.297,463.632,435.767,422.475,421.841
67108864,294.147,933.405,899.723,850.181,841.224
16,0.0001,0.59904,0.8704,0.939008,0.914432
32,0.0001,0.715776,0.80896,1.73978,0.751616
64,0.0001,0.585728,0.820224,0.694272,0.715776
128,0.0001,0.633856,0.779264,0.685056,1.01171
256,0.0002,0.618496,0.846848,0.636928,0.684032
512,0.0004,0.611328,0.820224,0.789504,1.05472
1024,0.0005,0.533504,1.08237,0.745472,0.748544
2048,0.0009,0.695296,0.825344,1.06086,0.743424
4096,0.0019,0.857088,1.02093,0.787456,0.816128
8192,0.0032,0.653312,1.24211,0.753664,0.685056
16384,0.007,0.759808,0.990208,0.84992,0.81408
32768,0.016,0.97792,1.22266,1.80224,1.00352
65536,0.0376,1.43872,1.63942,1.44384,1.39059
131072,0.6738,2.18522,2.52826,2.5344,2.95526
262144,1.1684,4.58035,4.01818,4.33869,4.87219
524288,3.2724,7.8377,7.57658,7.59296,8.44902
1048576,4.4392,15.9744,15.234,14.0431,14.5132
2097152,8.9608,29.994,28.4037,27.8876,27.4463
4194304,19.3772,57.2355,55.3697,52.907,53.2347
8388608,39.1082,114.422,110.558,106.895,105.416
16777216,74.664,233.151,220.921,210.644,211.815
33554432,147.252,463.461,446.852,425.111,420.121
67108864,296.116,935.962,881.738,847.008,843.707
16,0.0001,0.667648,0.827392,0.805888,0.792576
32,0.0001,0.62464,0.794624,1.54317,0.866304
64,0.0001,0.449472,0.746496,0.729088,0.726016
128,0.0001,0.592896,0.781312,0.741376,1.21446
256,0.0002,0.508928,0.95232,0.789504,0.745472
512,0.0003,0.502784,0.840704,0.769024,0.733184
1024,0.0005,0.65536,0.80896,0.956416,0.736256
2048,0.001,0.795648,0.918528,0.738304,0.704512
4096,0.0019,0.812032,0.974848,0.76288,0.765952
8192,0.0035,0.652288,1.65478,0.801792,0.78848
16384,0.0069,0.909312,1.01888,0.845824,0.812032
32768,0.0164,0.969728,1.15302,1.04038,1.64557
65536,0.0403,1.36806,1.6128,1.42438,1.6681
131072,0.5851,2.44019,2.44122,2.68595,2.93581
262144,1.1678,4.54246,3.91168,4.36736,4.72576
524288,3.2064,8.19917,7.73939,7.5561,8.38144
1048576,4.4389,15.0528,15.5208,14.3012,15.0764
2097152,9.1108,28.4723,28.4979,27.8979,27.1124
4194304,18.9324,58.5083,56.7736,53.1087,53.8153
8388608,38.1801,114.357,111.605,105.124,104.804
16777216,77.3751,230.682,222.962,210.641,210.894
33554432,145.359,464.675,436.724,423.856,420.383
67108864,300.869,928.279,900.605,854.161,841.892
16,0.0001,0.611328,0.748544,0.712704,0.759808
32,0.0001,0.695296,0.697344,0.636928,0.743424
64,0.0001,0.52224,0.622592,0.625664,0.867328
128,0.0001,0.497664,0.86528,0.695296,0.643072
256,0.0002,0.73728,0.804864,0.62976,0.602112
512,0.0003,0.531456,0.688128,0.635904,0.600064
1024,0.0004,0.510976,0.646144,0.66048,0.591872
2048,0.001,0.571392,0.707584,0.621568,0.948224
4096,0.002,0.596992,1.10592,0.697344,0.672768
8192,0.0034,0.631808,0.863232,1.00045,0.712704
16384,0.007,1.03014,1.00762,0.83968,0.989184
32768,0.0164,0.970752,1.2329,1.04346,1.36294
65536,0.0392,1.43053,1.62918,1.43872,1.39162
131072,0.5848,2.26611,2.432,2.51802,3.13754
262144,1.1735,4.20659,4.26803,5.21523,4.71552
524288,2.3546,7.58272,8.07936,7.85306,8.05069
1048576,4.4376,14.9699,14.9432,14.0646,14.3442
